comments,date
Man its too overpriced.... s10 is a far better option,2019-09-20T10:37:23.000Z
"I like the vegan leather edition, but 1099 euros is still too much for me.🌚",2019-09-20T09:41:38.000Z
"Wow... Even I&#39;m Samsung/Apple fan, but I&#39;m happy to see the race of technology. Apple/Samsung gonna play hard with it. Let&#39;s see if Apple or Samsung that compete this one, I&#39;m gonna buy one of these. Nice Huawei! But I&#39;m not gonna buy it. :)",2019-09-20T09:31:14.000Z
Huawei you&#39;re Banned.,2019-09-20T09:28:14.000Z
its look like samsung edge series,2019-09-20T08:51:32.000Z
I am waiting for the beast .....is there anychance for  launch in india,2019-09-20T08:50:24.000Z
Could probably make a movie out of this phone 😂,2019-09-20T08:18:30.000Z
960 x 8 = 7680fps,2019-09-20T08:07:55.000Z
Which camera did they use exactly to shoot this huh?,2019-09-20T07:52:43.000Z
"Please, PLEASE, get someone else to present your stuff, at least someone who CAN SPEAK ENGLISH PROPERLY",2019-09-20T07:51:30.000Z
7680 fps = almost not moving at all<br />GGGGreaaattt superphone<br />👍👍👍👍,2019-09-20T07:45:26.000Z
Shut Up And Take My Money! 🤪,2019-09-20T07:42:59.000Z
"Samsung, iPhone etc... They are all behind few years from this kind of technology and inovation... Well done Huawei💙",2019-09-20T07:31:30.000Z
Omg,2019-09-20T07:19:03.000Z
Beautiful,2019-09-20T07:06:52.000Z
Didn&#39;t the S7 edge have edge controls?,2019-09-20T07:02:33.000Z
"If you would like to get surveillance by CCP, go ahead to get HUAWEI.",2019-09-20T06:55:33.000Z
Ewww!!! NO GOOLGE APPS🤮,2019-09-20T06:49:22.000Z
"They came from nowhere , now dominating everyone",2019-09-20T06:31:05.000Z
Rethink rethink,2019-09-20T06:18:12.000Z
华为EMMC优化成ufs技术强大加成,2019-09-20T06:16:27.000Z
"<a href=""http://www.youtube.com/results?search_query=%23Rethinkprice"">#Rethinkprice</a>",2019-09-20T06:00:54.000Z
Rethink google apps as well,2019-09-20T05:57:26.000Z
At first - No Google apps - no phone for me.<br />Secondly - Chinese app is not trust worthy not for users friendliness but for privacy issue!!  So after 5 consecutive huwaei set I am leaving it ! Good buy Huwaei till Google comes back to you !!!,2019-09-20T05:53:08.000Z
And now what Sistem would have? Sorry Android jajaja,2019-09-20T05:48:10.000Z
Actual Slow motion cameras: am i joke to you? 🤷‍♂️,2019-09-20T05:42:36.000Z
Apple iphone 11 pro still the king. Can take super slow mo at 240fps 😆😅😅😂😂,2019-09-20T05:36:42.000Z
Google play services ???,2019-09-20T05:23:51.000Z
Introducing the Huawei 30 that I can&#39;t afford phone,2019-09-20T05:14:53.000Z
"Google have to ban it again,or US can&#39;t control this company.",2019-09-20T05:13:49.000Z
7680 FPS <br />- YOU CAN SEE YOUR REAL FACE IN IT. <br />🌚🖤,2019-09-20T05:02:07.000Z
Night vision in camera available ?,2019-09-20T04:55:54.000Z
Waiting 5 camera Mate 40,2019-09-20T04:36:40.000Z
iphone had just implemented its nightmode while p20 pro had it a year ago.. maybe iphones will have this feature for the next 2 years and claim it like they had it first.,2019-09-20T04:29:45.000Z
"wrg, think, can think any no matter what and any be perfect",2019-09-20T04:22:20.000Z
We need the Google play store services Huawei !!!,2019-09-20T04:16:05.000Z
Thank you!,2019-09-20T03:49:18.000Z
Gorgeous phone and different from some other company the comments are open. :),2019-09-20T03:37:19.000Z
I click New Halo from Halo Games 😅,2019-09-20T03:35:21.000Z
Wow,2019-09-20T03:25:15.000Z
Rethink don&#39;t have google apps,2019-09-20T03:19:20.000Z
Me: wants the mate 30 pro <br />Also me: wants headphone jack<br /><br />God why is this so hard 😪😭,2019-09-20T03:08:00.000Z
"what i like on this phone is AI, camera, superwireless and no google apps (less bloat)",2019-09-20T02:59:08.000Z
The laundryphone!!,2019-09-20T02:52:28.000Z
the beast is back... get off samsung and iPhone,2019-09-20T02:30:06.000Z
Amazing.,2019-09-20T02:26:12.000Z
Huawei sucks,2019-09-20T02:13:28.000Z
Maravillosa Jugada,2019-09-20T02:00:48.000Z
imba slowmotion,2019-09-20T01:51:57.000Z
Goosebumps 😍😍😍😍😭,2019-09-20T01:49:09.000Z
"Man, what about the google services?",2019-09-20T01:30:54.000Z
I thought it was Nokia Lumia Lol,2019-09-20T01:27:03.000Z
I am not buying any new iphone. Huawei is completely changing the game. who is with me?,2019-09-20T01:22:35.000Z
Who is buying it. No international application.,2019-09-20T01:09:14.000Z
"I can&#39;t get why apple is more expensive than Huawei mate 30 pro and Samsung note 10+, as apple 11 pro doesn&#39;t have 5G, camera is not top one anymore and not creative as before. I do believe if apple don&#39;t do any huge change in the future and still make their price higher, they&#39;ll failed. By the way, I just change my phone from IPhone X to Note 10+ today and considering to get huawei next spring. Might move back to Apple if they can do a great job next year.",2019-09-20T01:08:17.000Z
🤣😂<br />Huawei:  Rethink Possibilities<br />People at US : Rethinking to buy it though,2019-09-20T00:44:03.000Z
Apple after a billion year : &quot; we&#39;re reinventing the iPhone by adding 5G to it &quot; <br /><br />The crowd : &quot; wow clap clap &quot;,2019-09-20T00:39:18.000Z
Its work better without google. You can still download al there other without them have full control of your phone,2019-09-20T00:37:21.000Z
"Even I have a money, the price increased dramatically compare to previous year for me.",2019-09-20T00:20:15.000Z
I rethink about my sony phone again.....,2019-09-20T00:11:27.000Z
"The only thing keeping me from buying this as my next phone, is that the huawei app gallery doesn&#39;t have even half of the apps that I&#39;m using right now. I understand it&#39;s a necessary step for their independence from Google and sooner or later Android as well. The mate 30 pro 5G is probably my dream device right now, but i just can&#39;t use it if it doesn&#39;t get the apps i need. I really hope they&#39;re able to grow their &quot;appstore&quot; fast, so people won&#39;t be put of by the thought of not being able to use certain apps wich are important for their work or to stay in contact with people.",2019-09-19T23:34:18.000Z
This is THE BEAST,2019-09-19T23:09:32.000Z
Huawei is the only company that can make ads that can compare to Apple.,2019-09-19T22:53:38.000Z
New apple{{{Huawei,2019-09-19T22:41:47.000Z
7680 slow motion is batter than DSLR,2019-09-19T22:38:30.000Z
F**k you D.Trump! We need Huawei in Europe!,2019-09-19T22:36:26.000Z
Amazing futuristic phone.Respect Huawei!!!😍😍😍👍👍👍,2019-09-19T22:24:43.000Z
Huawei Mate30 : I&#39;m The Most Powerful Phone In The World<br />Note 10+ : S10+?<br />S10+ : Sure!<br />Note 10+ &amp; S10+= Power Of 10<br />Huawei Mate30 : I Dont Have Partner<br />(Oof),2019-09-19T22:16:28.000Z
Omg 😍 best phone brand ever,2019-09-19T22:13:01.000Z
Huawei is going to DOMINATE! ⚡,2019-09-19T22:12:32.000Z
WOWOWOWOWOWOOWOWOWOWOWOWOWOWOWOWOWOWOWOWOWOWO,2019-09-19T22:00:48.000Z
Best phones of 2019<br />Note 10+/5G<br />Mate 30/ Pro<br />S10 5G<br />OnePlus 7 pro <br />Google Pixel 4 XL,2019-09-19T21:54:15.000Z
And what happens with the mate 30 lite,2019-09-19T21:38:57.000Z
Camera be looking like a solar eclipse 🌑,2019-09-19T21:14:29.000Z
Innovation by HUWAI only,2019-09-19T21:03:39.000Z
looks intriguing but I can&#39;t get my favourite apps on there so that&#39;s a shame,2019-09-19T20:43:27.000Z
When can I order one?,2019-09-19T20:38:26.000Z
wooooow,2019-09-19T20:37:21.000Z
Without Google support hmm,2019-09-19T20:36:46.000Z
If they made five cameras in the back it would have been more amazing 😞😞,2019-09-19T20:04:47.000Z
I read the specs of iPhone 11. I read the specs of this. Then I went back cos I thought I accidently read the specs for iPhone 1 😏,2019-09-19T20:00:35.000Z
"<a href=""https://www.youtube.com/watch?v=Bj2ffS-H6WY&amp;t=0m00s"">0:00</a> - <a href=""https://www.youtube.com/watch?v=Bj2ffS-H6WY&amp;t=0m25s"">0:25</a> Battlefield 2042 main theme :D",2019-09-19T19:30:11.000Z
Rethink Google services.,2019-09-19T19:26:03.000Z
Apple: i won the War.<br /><br />Huawei: Sure? I hole that was a joke,2019-09-19T19:11:08.000Z
👏🏻👏🏻👏🏻👏🏻👏🏻,2019-09-19T18:52:45.000Z
Huawei: innovative smartphone ... 😍<br />Apple: same boring design smartphone 👎🏼,2019-09-19T18:51:10.000Z
Copied Samsung from every angle😂,2019-09-19T18:36:09.000Z
no android ? I won´t buy 😂,2019-09-19T18:30:01.000Z
China has the most 4G cell towers than the total of both America and Canada combined ! And they are building 2 to 3 times more 5G towers in coming years !! America 5G is so behind and America can&#39;t use the more energy efficient and longer range frequency than the rest of the world. This is why America may skip 5G and go to 6G 10 years later.....,2019-09-19T18:28:50.000Z
"Apple will catch up if you can wait 2 or may be 3 years. Yes, it will.... LOL",2019-09-19T18:25:26.000Z
Usa cant reach huawei standards,2019-09-19T18:25:21.000Z
Apple + Samsung = Huawei,2019-09-19T18:22:12.000Z
"I don&#39;t really care about google apps, I just care about the price and it is still an Android. I can easily side load everything I want. Many better apps than Google apps now. If they sell it for less than $500US, I am all in !!!  :-)  Too bad it is not HamonyOS which is 50% faster and more secure.",2019-09-19T18:20:45.000Z
Buy Huawei! Bye Apple! Bye Samsung!,2019-09-19T18:19:41.000Z
Rethink OS,2019-09-19T18:14:46.000Z
But can it do what Apple stand does?,2019-09-19T18:11:01.000Z
"Fools, do you now get why Huawei got banned in US?<br />US can&#39;t beat em!",2019-09-19T18:02:01.000Z
想买,2019-09-19T18:01:35.000Z
"Put the same camera setup, for both models!!!<br />It sucks a lot, that you got the choice between the best camera OR a flat display! 🤦🏻‍♂️",2019-09-19T17:54:38.000Z
"Huawei just killed every other on the planet.<br /><a href=""http://www.youtube.com/results?search_query=%23king"">#king</a>",2019-09-19T17:52:03.000Z
Proud to own a HUAWEI device... Goosebumps,2019-09-19T17:50:43.000Z
Rethink nothing. Just steal everything. Lol,2019-09-19T17:50:34.000Z
kabita abi mh...asli sae pisan eta Hp 😁,2019-09-19T17:50:28.000Z
The reason why US ban Huawei. THE INNOVATION they can’t defeat!!!,2019-09-19T17:49:28.000Z
Bye apple 11 pro,2019-09-19T17:49:27.000Z
People who like iPhone 11 series that Huawei mate 30 series leave a thumbs up,2019-09-19T17:48:35.000Z
😍😍😍😍😍😍😍,2019-09-19T17:47:14.000Z
Hide and Seek : 4..3...2.......<br />Huawei.             :  Yes.,2019-09-19T17:46:50.000Z
"Perfect combination Mate30pro and Osmo3, I missing phone extend microphone for video, like had sony STM10.. For concert is perfect.. Now we need it for typeC.. Please huawei create 2.1 microphone for typeC..",2019-09-19T17:43:20.000Z
The phone is so good that the only problem is the trump ban,2019-09-19T17:42:57.000Z
Rethink - Android,2019-09-19T17:42:42.000Z
Apple : We are innovative<br />Huawei : We are rethinking everything,2019-09-19T17:40:56.000Z
Wow!! this is some real innovation 🔥,2019-09-19T17:37:33.000Z
very good,2019-09-19T17:36:46.000Z
Rethink &quot;&quot;&quot; ban&quot;&quot; from google services!!!,2019-09-19T17:35:33.000Z
"<a href=""https://youtu.be/rNwVvGmyDWU"">https://youtu.be/rNwVvGmyDWU</a> pliz help the mother his sons missed the contact and photo are in the link",2019-09-19T17:32:37.000Z
R.I.P APPLE &amp; SAMSUNG,2019-09-19T17:30:30.000Z
"Wasted mine time waiting. When u ask for more money, u better make sure u dont have downgraded specs. Qhd to <a href=""http://1080p.no/"">1080p.No</a> thanks. Going to Note 10 plus.",2019-09-19T17:26:36.000Z
"Dread It, Run From It, Destiny Still Arrives ...",2019-09-19T17:26:25.000Z
Daaawmn huawei is not playng games tight now ... they gettin seriuse,2019-09-19T17:21:42.000Z
No Google play rip bye bye I&#39;ll give it a pass,2019-09-19T17:20:26.000Z
l think most of this in video are fake,2019-09-19T17:19:32.000Z
Amazing,2019-09-19T17:14:33.000Z
God said let their be A REAL SMART PHONE,2019-09-19T17:13:35.000Z
I dont know how they managed to put so good phone on camera.,2019-09-19T17:13:14.000Z
Mate 30 is like Galaxy note right? And &quot;P90 (P) version&quot; is like &quot;S&quot; Series of Samsung ..,2019-09-19T17:12:29.000Z
No Google apps tho,2019-09-19T17:12:24.000Z
Super,2019-09-19T17:11:51.000Z
ব্যাকগ্রাউন্ড মিউজিক টা শুনে মনে হলো কপি করছে😁😁,2019-09-19T17:06:47.000Z
"So much negativity in the tech community. If you like an LG then that&#39;s great! It&#39;s an awesome device for media creation. Want a powerful phone with a stylus? Samsung man! Well optimized software on a phone that holds its value well? Have fun with your iPhone! And if you like EMUI or that awesome camera setup on the Mate 30 Pro, get the Huawei! No need to bash each other, people can buy whatever they want, with all the pros and cons included.",2019-09-19T17:05:10.000Z
Apple: By Innovation Only. <br />Huawei: Am I a joke to you?,2019-09-19T17:04:35.000Z
Whoa<br /><br /><br />Whoaaaaaaaaaa,2019-09-19T17:04:20.000Z
A notch! Really?,2019-09-19T17:03:27.000Z
7680 fps?<br />I double checked it thinking it as a typo,2019-09-19T17:02:33.000Z
TAKE YOU NOTCH FANDROIDS,2019-09-19T17:00:52.000Z
🔥🔥🔥🤘😎❤️,2019-09-19T17:00:40.000Z
143 Apple staff dislike this video,2019-09-19T16:59:24.000Z
"Brilliant job Huawei , coming from a Samsung fan",2019-09-19T16:56:01.000Z
"<a href=""https://youtu.be/M1zWj64PDBk"">https://youtu.be/M1zWj64PDBk</a>",2019-09-19T16:55:16.000Z
Looks like hybrid combination of Samsung Galaxy S10 and iPhone 11 with some extra features! 🙄,2019-09-19T16:53:32.000Z
Copy and paste,2019-09-19T16:52:15.000Z
Built in Night vision.<br />Built in slow motion.<br />Take my money Huawei 🤗,2019-09-19T16:52:07.000Z
7680fps slow mo. Wow,2019-09-19T16:51:57.000Z
<b>RIP</b> Apple 🍎<br /><b>I LOVE HUAWEI</b><br /><b>Huawei Lovers</b> Like this comment,2019-09-19T16:49:43.000Z
Question: does somebody know if there is youtube on thin phone,2019-09-19T16:49:34.000Z
"It is a goosebumps tho! Wow, just WOW!",2019-09-19T16:47:16.000Z
"1100 euro for this smartphone ??? RIP Mate 30 series. Sale is going to look dramatic on charts in EU, North America and South America.",2019-09-19T16:47:13.000Z
One of the greatest opponent of Samsung and Iphone....when we talking about phone marketing and it&#39;s performances...but i love Samsung.....😍😍,2019-09-19T16:44:16.000Z
"Apple, Google, oneplus, Samsung.....<br />Kneal before Huawei 🔥<br />Kneal.......",2019-09-19T16:42:59.000Z
华为牛逼！,2019-09-19T16:42:49.000Z
Kirin 990 one of the world&#39;s fast lead processor apart from iPhone biocon.,2019-09-19T16:42:31.000Z
Can&#39;t sideload Google Apps.,2019-09-19T16:41:33.000Z
Apple: alt+f4,2019-09-19T16:36:36.000Z
Mmh I wonder if it’s too late to cancel my iPhone 11 pro order?,2019-09-19T16:35:53.000Z
Well this why Trump banned Huawei,2019-09-19T16:34:46.000Z
Apple: We have a notch<br /><br /><br />Huawei: We have too.,2019-09-19T16:33:27.000Z
This just slaughtered the pixel 4,2019-09-19T16:32:48.000Z
Is this real ???? Danm im ready to sell my kidneys to buy this!!!,2019-09-19T16:30:12.000Z
That waterfall curve might be Uncomfortable ....speaking from s8 experience.,2019-09-19T16:29:20.000Z
i want to upgrade from my ip7+ to this.. oh my... rip bank account btw,2019-09-19T16:28:45.000Z
Is Apple at risk of extinction?,2019-09-19T16:28:19.000Z
Big Question: Will it have Google apps?🤔🙏🏿🙏🏿,2019-09-19T16:27:08.000Z
Lo máximo Huawei  lo es todo 😍❤️,2019-09-19T16:26:12.000Z
So why do apple sheep stick to iPhone?  This phone is literally god tier,2019-09-19T16:26:08.000Z
The only thing holding all these  good phones is good os,2019-09-19T16:26:02.000Z
"Apple + Samsung=👉Huawei 👌👌great job by huawei ,all here rethink 👌👌👌",2019-09-19T16:23:59.000Z
Parece un Nokia esa mierda jajaja,2019-09-19T16:23:17.000Z
"First time, big n bewildering twist in history of technology!!!",2019-09-19T16:23:02.000Z
Wow 😮,2019-09-19T16:22:38.000Z
Oneplus : excuse me? do you have Google Play Store?,2019-09-19T16:17:20.000Z
It&#39;s over for apple,2019-09-19T16:17:02.000Z
Theres an issue about no google play services in this phone.. i hope its not true,2019-09-19T16:16:27.000Z
"I don&#39;t know how good it will be, but this phone should be extremely great and also the price should not be high. The biggest profit Huawei can make is not straight forward money but it&#39;s to get it&#39;s users back and to confirm itself as a big brand that can withstand a lot of stuff, and yeah it should be good overall to prove that they can make chips, and os.<br /><br /><br />P.s i know nothing about the phone, haven&#39;t even seen the specs, this is the first video I&#39;m watching, got an exam tomorrow so I have no time for this today",2019-09-19T16:16:24.000Z
Ooooo<br />As always .. HUAWEI HIGH QUALITY ... 😍<br /><br />I want it I want it I want it I want it<br />Huawei give me one to try it please ...😅<br /><br />But is wow  Amazing mate 30 PRO,2019-09-19T16:15:51.000Z
OMG😍😍,2019-09-19T16:13:07.000Z
😍😍😍🤗,2019-09-19T16:11:43.000Z
The video looks stunning Those captions &lt;3,2019-09-19T16:11:25.000Z
Huawei managed to make it look uglier than the iPhone 11 Pro🤦‍♂️,2019-09-19T16:11:07.000Z
شكلو تحدي هاد الجهاز للاميركان 😂🤣 فينك يا أبل الصين عندهم 5جي وامريكا لسا 😂🤣😂,2019-09-19T16:10:06.000Z
Huawei is on another level now. US can&#39;t stop it.,2019-09-19T16:05:33.000Z
This is the real innovation 🤩🤩🤩,2019-09-19T16:05:13.000Z
Cough 🗣,2019-09-19T16:05:02.000Z
What about the the software??,2019-09-19T16:04:19.000Z
No Google play services and no Play Store = No buy,2019-09-19T16:04:00.000Z
Eew big notch like apple,2019-09-19T15:59:46.000Z
price?,2019-09-19T15:56:36.000Z
🤢🤢🤢🤢🤮🤮🤮🤮,2019-09-19T15:56:20.000Z
Note 10+ has left the chat,2019-09-19T15:55:28.000Z
The mate series are the only phones I love from Huawei <br />They are BEASTS,2019-09-19T15:55:14.000Z
"It&#39;s running Android 10, right?",2019-09-19T15:55:10.000Z
The best phone ever made ❤️❤️❤️,2019-09-19T15:54:43.000Z
Rethink REVENGE,2019-09-19T15:54:38.000Z
MATE30 PRO &gt; NOTE10+ + IPHONE11PRO MAX,2019-09-19T15:54:01.000Z
Samsung - Reimagined<br />Huawei - Rethink and coping everything from Samsung.,2019-09-19T15:53:39.000Z
huawei no.1!,2019-09-19T15:53:15.000Z
Legend says...<br /><br />iSheep still choose <br />iPhone 11 Pro Max after seeing this Huawei Mate 30 Pro videos.,2019-09-19T15:52:58.000Z
"let&#39;s put aside the actual performance of this phone which I think it&#39;s highly possible to be excellent, I am just happy to see that there are companies making their product launches more exciting than the behemoth Apple&#39;s.",2019-09-19T15:52:38.000Z
No google apps means no bloatwares and faster mobile experience.,2019-09-19T15:52:25.000Z
1099 dollars only for camera and phone calls. Bcz no Google services.,2019-09-19T15:51:55.000Z
"<a href=""https://youtu.be/h-46_ITgoRE"">https://youtu.be/h-46_ITgoRE</a>",2019-09-19T15:50:06.000Z
My kidney :😟don&#39;t look at me.,2019-09-19T15:50:00.000Z
Rethink before you buy.,2019-09-19T15:49:19.000Z
Perfect😍👍,2019-09-19T15:47:01.000Z
Apple roast comments in 3. 2. 1.....,2019-09-19T15:45:54.000Z
"Huawei despite the US sanctions is the best phones constructor, their phones are qualitatively in another level.",2019-09-19T15:45:30.000Z
"The best company ever , the best smart phone ever . Bless u bless u",2019-09-19T15:44:36.000Z
Samsung left the chat. Bye.,2019-09-19T15:43:45.000Z
"Yup, Huawei Blew it up.",2019-09-19T15:43:11.000Z
"User can install the google mobile service (GMS). It is just not pre-installed. Search online. There are many websites showing people how to install GMS and google play store. In the past, all Chinese version Huawei phones didn&#39;t have GMS preinstalled. However user could install it by himself.",2019-09-19T15:41:33.000Z
Washing machine which won’t even sale half of the total sales of iPhones,2019-09-19T15:40:08.000Z
"uninspired design, if you want an android buy the note 10+, just saying.",2019-09-19T15:39:41.000Z
Rethink vs imagine vs Inovation (only),2019-09-19T15:39:00.000Z
Why that bloody notch 😑😑😑,2019-09-19T15:37:40.000Z
A must get,2019-09-19T15:37:30.000Z
And the China collects everything you do and done.,2019-09-19T15:37:23.000Z
Price?,2019-09-19T15:37:19.000Z
are smartphone cameras bump design going to be circle in the future?<br />i mean the leaked oneplus 7T photo shows the camera bump in the back as a circle.Also nokia and vivo is doing a circle camera bump too.,2019-09-19T15:36:57.000Z
rethink before buying mango,2019-09-19T15:36:46.000Z
"No gmail<br />No google map<br />No google drive<br />No google play<br />It&#39;s windows phone, right?",2019-09-19T15:36:37.000Z
Still waiting for under display cameras 🙋🏻‍♂️,2019-09-19T15:35:55.000Z
"美國只有美國利益。很正常。打擊所有擋住美國利益的。當然華為等都不例外。聽說之前也把日本台灣等打趴下。其他國家企業個人都只能是聽命美國，不然就如阿富汗，伊拉克等著被吊打。<br />聽說Yahoo，Google ，Microsoft，iPhone， Facebook，Instagram ，Line，YouTube，Amazon 等都有後門提供給美國。也聽說台灣綠營在中華電信,，三立，民視，自由，中央社，大紀元，新頭殼，新唐人，上報，鏡周刊, now news, 放言，匯流等媒體偵查搜尋台灣住民的網路通訊。這世界應該是美國日本的間諜才是最厲害的。",2019-09-19T15:34:54.000Z
🙌🙌🙌 Dope 🙌🙌🙌,2019-09-19T15:34:18.000Z
Wow! The design is legendary,2019-09-19T15:31:45.000Z
We expected too much from Note 10 and Iphone 11. At least Huawei did not disappoint us,2019-09-19T15:31:37.000Z
VIVO NEX 3 VS Mate 30pro,2019-09-19T15:30:40.000Z
Love it,2019-09-19T15:30:16.000Z
Chinas are high asf with dope innovations,2019-09-19T15:29:02.000Z
Wow but Google,2019-09-19T15:28:32.000Z
Although I like 1+ But I must say this is <b>”The Most Complete Phone”</b> in years by any brand! Well done Huawei!<br />Wish it didn’t have notch!,2019-09-19T15:28:03.000Z
かっこよ,2019-09-19T15:27:19.000Z
Ouuuuuuuuuuuu,2019-09-19T15:26:20.000Z
"This is a pro phone, RIP iPhone 11 pro max",2019-09-19T15:26:02.000Z
Crapy phones...iphone rules,2019-09-19T15:25:52.000Z
who gonna buy,2019-09-19T15:25:18.000Z
Back in business. Hey?,2019-09-19T15:25:11.000Z
Slow-mo is fake with interpolated frames? No thanks.,2019-09-19T15:24:27.000Z
"<a href=""https://www.youtube.com/watch?v=Bj2ffS-H6WY&amp;t=0m19s"">0:19</a> World s 1st flagship 5G ... For real?",2019-09-19T15:23:27.000Z
Mate power...,2019-09-19T15:22:54.000Z
Not interested in being watched by the Chinese govt,2019-09-19T15:22:35.000Z
All indians here defending huawei😂,2019-09-19T15:21:45.000Z
Finnaly the REAL 2019-2020 flagship of industry,2019-09-19T15:20:36.000Z
Without Google services  just a piece of Junk 😂🤣😂🤣😂🤣,2019-09-19T15:19:48.000Z
That&#39;s it?🙄,2019-09-19T15:19:01.000Z
Now that is inovation,2019-09-19T15:17:48.000Z
"<a href=""http://wow.you/"">Wow.You</a> Are The Best Than Samsung",2019-09-19T15:17:23.000Z
Still the fulon notch?,2019-09-19T15:16:54.000Z
Is this one coming with google features?,2019-09-19T15:16:35.000Z
Apple : slo....<br />Huawei : saying something?,2019-09-19T15:14:47.000Z
This camera is amazing! It includes a great phone with it.,2019-09-19T15:13:00.000Z
I love huawei phones!!! 😍 RIP Apple.,2019-09-19T15:12:50.000Z
Chinese government Spyware intensifies,2019-09-19T15:12:47.000Z
The father of iPhone,2019-09-19T15:12:37.000Z
Oneplus 7T pro? What is that? 🤣,2019-09-19T15:12:26.000Z
"All those technologies but still can&#39;t beat Samsung, what a shame",2019-09-19T15:12:05.000Z
I&#39;ll more than likely buy this and install Google services. If you can put it on the Amazon tablets and fire stick it can be done here.<br /><br /> It all depends on hand on experience. I need to check out the os and also check out reviews,2019-09-19T15:11:44.000Z
Irony the phone itself can&#39;t play this ad on YouTube😂😂,2019-09-19T15:11:32.000Z
And if you buy this phone you can’t watch this video on it.,2019-09-19T15:11:30.000Z
One problem in Huawei phone is UI rest everything is good please make good UI it will beat Note 10+ easily,2019-09-19T15:11:17.000Z
Users: How much Display is useful?<br /><br />Huawei: Yes,2019-09-19T15:11:11.000Z
"What&#39;s Samsung doing? What&#39;s Apple doing? What Google doing? Wait, let me add them all &amp; say it&#39;s innovation...😅",2019-09-19T15:10:58.000Z
WoW 😲,2019-09-19T15:10:19.000Z
I might switch to Huawei looks dope except its camera design,2019-09-19T15:10:07.000Z
Apple : <b>*chuckles*</b> I am in danger...,2019-09-19T15:09:04.000Z
rethink removing the notch please!? tnx!,2019-09-19T15:08:58.000Z
NO GOOGLE SERVICES = WASTE MATE 30 PRO .. NO MATTER HOW MUCH FEATURE THIS PHONE HAS... WHAT WILL YOU DO WITH ULTRA SLOW MOTION IF THIS PHONE HAS  NO USABILITY,2019-09-19T15:08:25.000Z
Huawei is back in the game!!!,2019-09-19T15:08:19.000Z
"Disappointed... Was expecting something better, unique, bigger, this year I will take rest... Will try next year... 3 years I am using Huawei but this year NO upgrade, waiting Huawei mate 40 pro..",2019-09-19T15:07:59.000Z
I’ll pass. Don’t need the Chinese government to have my information,2019-09-19T15:07:50.000Z
"Press F for the Note10, What a letdown of a phone",2019-09-19T15:07:21.000Z
No google,2019-09-19T15:06:41.000Z
No google? Hmmmm,2019-09-19T15:06:28.000Z
90% of the comments are about Apple. Guess you can’t help but discuss the King.,2019-09-19T15:05:10.000Z
🔥🔥,2019-09-19T15:04:12.000Z
7680 fbs omg 🙊,2019-09-19T15:04:06.000Z
stunning video,2019-09-19T15:02:34.000Z
51900 ISO 🤯,2019-09-19T15:02:17.000Z
Why 7680 FPS if the human eye can&#39;t see more than 30 FPS?,2019-09-19T15:02:06.000Z
R.I.P Apple,2019-09-19T15:01:55.000Z
"No release date, no Google apps, no way to sideload them either ... 99.9% sure this phone won’t be released in Europe unless there’s an agreement very soon",2019-09-19T15:00:34.000Z
Android without Google Apps... Who&#39;s buying this?,2019-09-19T15:00:12.000Z
Huawei : slow-mo at 7680 Fps<br />Apple : &quot;Sloufie&quot;,2019-09-19T15:00:05.000Z
The large edge curve is more vulnerable to cracking. Thats why Samsung reduced it on the S10 series.,2019-09-19T14:59:26.000Z
Soo costly,2019-09-19T14:58:02.000Z
Removed Google Play<br />add<br />ALIBABA PLAY :),2019-09-19T14:57:29.000Z
good bye Apple<br />😔😔😔,2019-09-19T14:56:39.000Z
Good move,2019-09-19T14:56:10.000Z
This slow Mo video has been recorded on a slow-motion camera look at the blurry background that&#39;s not possible to do with a phone,2019-09-19T14:55:47.000Z
"Side Touch similar with Side Sense on Xperia XZ3, Xperia 1 and 5, ISO 51200 for Photo same with Xperia XZ2 Premium",2019-09-19T14:55:30.000Z
oh god <br />that Huawei is just a bae &lt;3,2019-09-19T14:55:25.000Z
Yes now the price of the mate 20 pro will go down and I will pick one up,2019-09-19T14:55:22.000Z
"Now, I understood  why US banned this company....🤯🤯<br /><br /><a href=""http://www.youtube.com/results?search_query=%23Can"">#Can</a>&#39;t beat it, ban it...😎😎😎😎",2019-09-19T14:55:12.000Z
I feel that Mate 20 Pro was a real hit to all smartphone companies but this one has less brightness level as it doesn&#39;t support any google apps.,2019-09-19T14:53:21.000Z
Just wow,2019-09-19T14:53:12.000Z
<b><i>Rethink -</i></b><br /><br /><br /><br /><br /><b><i>Buying without Google services.</i></b>,2019-09-19T14:52:50.000Z
To those who don&#39;t know how capable is 7680fps sensor :<br /><br />By capturing 1second we get a Slow Motion video of 256 Seconds<br />That is 4.26Minutes <br />🔥🔥,2019-09-19T14:52:09.000Z
that volume gesture was too clean,2019-09-19T14:52:04.000Z
Can you plz tell about display refresh rate??😢,2019-09-19T14:51:52.000Z
Cool,2019-09-19T14:49:59.000Z
Introducing......<br /><br />Iphone 11 .... Pro. Hahaha just like that sounds... Like robot,2019-09-19T14:49:15.000Z
"I don&#39;t think it is innovation, huawei just upgrade the hardwares as usual.",2019-09-19T14:49:15.000Z
💖💖💖💖💖💖,2019-09-19T14:48:45.000Z
Huawei has reputation of making such a incredible vedio through High end DSLr.<br />And wait what the screen seems Samsung old bro,2019-09-19T14:48:03.000Z
